"type";"nano"
"TCP";2577000
"TCP";3237000
"TCP";2646000
"TCP";2583000
"TCP";2633000
"TCP";3604000
"TCP";2595000
"TCP";3549000
"TCP";2634000
"TCP";4041000
"TCP";2979000
"TCP";2856000
"TCP";2754000
"TCP";3314000
"TCP";3127000
"TCP";2614000
"TCP";5297000
"TCP";10112000
"TCP";3119000
"TCP";2623000
"TCP";16649000
"TCP";3144000
"TCP";2982000
"TCP";3014000
"TCP";2591000
"TCP";2576000
"TCP";2874000
"TCP";2711000
"TCP";3106000
"TCP";2801000
"TCP";3230000
"TCP";4318000
"TCP";3965000
"TCP";2787000
"TCP";2675000
"TCP";2731000
"TCP";2735000
"TCP";3460000
"TCP";2946000
"TCP";3238000
"TCP";4213000
"TCP";3039000
"TCP";2666000
"TCP";4237000
"TCP";3630000
"TCP";5043000
"TCP";2702000
"TCP";2985000
"TCP";2636000
"TCP";4225000
"TCP";4046000
"TCP";2626000
"TCP";2630000
"TCP";3278000
"TCP";2655000
"TCP";8221000
"TCP";3491000
"TCP";3233000
"TCP";4520000
"TCP";2959000
"TCP";4279000
"TCP";4481000
"TCP";2788000
"TCP";4320000
"TCP";2935000
"TCP";3801000
"TCP";2694000
"TCP";3223000
"TCP";3257000
"TCP";3601000
"TCP";2818000
"TCP";4188000
"TCP";2640000
"TCP";3098000
"TCP";2654000
"TCP";2673000
"TCP";2611000
"TCP";2642000
"TCP";3585000
"TCP";2810000
"TCP";7111000
"TCP";2618000
"TCP";2629000
"TCP";2708000
"TCP";8312000
"TCP";2760000
"TCP";2512000
"TCP";3036000
"TCP";2971000
"TCP";2890000
"TCP";3195000
"TCP";2780000
"TCP";3374000
"TCP";2610000
"TCP";2563000
"TCP";6061000
"TCP";3014000
"TCP";3743000
"TCP";2625000
"TCP";2665000
"TCP";2641000
"TCP";2673000
"TCP";2599000
"TCP";3502000
"TCP";2864000
"TCP";2633000
"TCP";2541000
"TCP";2587000
"TCP";2841000
"TCP";3480000
"TCP";3175000
"TCP";3133000
"TCP";2599000
"TCP";3101000
"TCP";3391000
"TCP";3427000
"TCP";4043000
"TCP";7016000
"TCP";2948000
"TCP";2863000
"TCP";3549000
"TCP";2766000
"TCP";2667000
"TCP";2598000
"TCP";2614000
"TCP";3590000
"TCP";2722000
"TCP";2975000
"TCP";2719000
"TCP";3087000
"TCP";2998000
"TCP";2871000
"TCP";3749000
"TCP";2547000
"TCP";5715000
"TCP";7249000
"TCP";2992000
"TCP";2957000
"TCP";2657000
"TCP";2583000
"TCP";2803000
"TCP";3298000
"TCP";3208000
"TCP";2636000
"TCP";2660000
"TCP";2584000
"TCP";2935000
"TCP";4358000
"TCP";3051000
"TCP";6136000
"TCP";2838000
"TCP";2590000
"TCP";2639000
"TCP";2882000
"TCP";3001000
"TCP";6348000
"TCP";2736000
"TCP";3360000
"TCP";2629000
"TCP";2581000
"TCP";3216000
"TCP";3145000
"TCP";2642000
"TCP";3369000
"TCP";2598000
"TCP";2583000
"TCP";2705000
"TCP";2603000
"TCP";12308000
"TCP";2547000
"TCP";2763000
"TCP";3838000
"TCP";2586000
"TCP";3058000
"TCP";2745000
"TCP";2953000
"TCP";4623000
"TCP";3820000
"TCP";3308000
"TCP";3148000
"TCP";3024000
"TCP";2938000
"TCP";2604000
"TCP";3769000
"TCP";5494000
"TCP";2765000
"TCP";2595000
"TCP";3685000
"TCP";4678000
"TCP";2624000
"TCP";4381000
"TCP";2512000
"TCP";2596000
"TCP";4195000
"TCP";2695000
"TCP";2530000
"TCP";2847000
"TCP";4458000
"TCP";3721000
"TCP";8830000
"TCP";3416000
"TCP";2577000
"TCP";3210000
"TCP";2706000
"TCP";3532000
"TCP";3251000
"TCP";2994000
"TCP";2666000
"TCP";2604000
"TCP";2612000
"TCP";2706000
"TCP";2653000
"TCP";3167000
"TCP";2630000
"TCP";3018000
"TCP";2653000
"TCP";3857000
"TCP";2609000
"TCP";2569000
"TCP";3636000
"TCP";2670000
"TCP";2620000
"TCP";2649000
"TCP";3038000
"TCP";4275000
"TCP";2613000
"TCP";3293000
"TCP";3053000
"TCP";4077000
"TCP";3987000
"TCP";4176000
"TCP";2714000
"TCP";2576000
"TCP";2697000
"TCP";2451000
"TCP";2611000
"TCP";3575000
"TCP";2617000
"TCP";2618000
"TCP";3101000
"TCP";3164000
"TCP";3728000
"TCP";3282000
"TCP";2599000
"TCP";4102000
"TCP";2711000
"TCP";2657000
"TCP";2610000
"TCP";3622000
"TCP";3837000
"TCP";2749000
"TCP";5321000
"TCP";3112000
"TCP";2636000
"TCP";2624000
"TCP";4091000
"TCP";2708000
"TCP";2715000
"TCP";4637000
"TCP";2574000
"TCP";5984000
"TCP";3395000
"TCP";2553000
"TCP";2905000
"TCP";2544000
"TCP";6506000
"TCP";8697000
"TCP";2582000
"TCP";3496000
"TCP";2805000
"TCP";5179000
"TCP";20230000
"TCP";2898000
"TCP";2794000
"TCP";2859000
"TCP";2579000
"TCP";3367000
"TCP";2612000
"TCP";5099000
"TCP";2535000
"TCP";10105000
"TCP";2947000
"TCP";2596000
"TCP";3216000
"TCP";2693000
"TCP";2848000
"TCP";2667000
"TCP";4347000
"TCP";2501000
"TCP";2708000
"TCP";3318000
"TCP";3414000
"TCP";3986000
"TCP";2801000
"TCP";3175000
"TCP";2597000
"TCP";2660000
"TCP";2601000
"TCP";2785000
"TCP";2717000
"TCP";2844000
"TCP";2656000
"TCP";2891000
"TCP";3057000
"TCP";3515000
"TCP";2882000
"TCP";2543000
"TCP";2627000
"TCP";3751000
"TCP";2774000
"TCP";2909000
"TCP";2846000
"TCP";3879000
"TCP";2912000
"TCP";2630000
"TCP";3542000
"TCP";3989000
"TCP";2593000
"TCP";2567000
"TCP";3048000
"TCP";2875000
"TCP";2931000
"TCP";3303000
"TCP";2582000
"TCP";4525000
"TCP";3361000
"TCP";3621000
"TCP";4176000
"TCP";5524000
"TCP";2575000
"TCP";3465000
"TCP";3606000
"TCP";2573000
"TCP";3126000
"TCP";2564000
"TCP";3010000
"TCP";2691000
"TCP";2883000
"TCP";2583000
"TCP";2830000
"TCP";2605000
"TCP";3623000
"TCP";2602000
"TCP";3726000
"TCP";4889000
"TCP";2727000
"TCP";6574000
"TCP";2891000
"TCP";2544000
"TCP";3151000
"TCP";2927000
"TCP";3752000
"TCP";3120000
"TCP";2757000
"TCP";2639000
"TCP";4416000
"TCP";2923000
"TCP";12208000
"TCP";2774000
"TCP";6740000
"TCP";2605000
"TCP";2610000
"TCP";4842000
"TCP";2609000
"TCP";3014000
"TCP";23024000
"TCP";4299000
"TCP";2884000
"TCP";3321000
"TCP";2835000
"TCP";9504000
"TCP";3483000
"TCP";3934000
"TCP";6275000
"TCP";3079000
"TCP";3121000
"TCP";2546000
"TCP";2987000
"TCP";6029000
"TCP";7294000
"TCP";2705000
"TCP";3273000
"TCP";2502000
"TCP";8251000
"TCP";5460000
"TCP";2737000
"TCP";4112000
"TCP";3007000
"TCP";3336000
"TCP";2880000
"TCP";5247000
"TCP";4144000
"TCP";3902000
"TCP";5293000
"TCP";3282000
"TCP";3138000
"TCP";3073000
"TCP";2747000
"TCP";3330000
"TCP";2687000
"TCP";5232000
"TCP";3123000
"TCP";5389000
"TCP";3572000
"TCP";2608000
"TCP";3456000
"TCP";2580000
"TCP";2569000
"TCP";6493000
"TCP";2764000
"TCP";6454000
"TCP";3114000
"TCP";3767000
"TCP";4211000
"TCP";7516000
"TCP";2772000
"TCP";3786000
"TCP";2771000
"TCP";2760000
"TCP";2876000
"TCP";9369000
"TCP";2819000
"TCP";3079000
"TCP";3349000
"TCP";3253000
"TCP";2634000
"TCP";2664000
"TCP";2602000
"TCP";2742000
"TCP";2614000
"TCP";3615000
"TCP";3257000
"TCP";2797000
"TCP";2614000
"TCP";2758000
"TCP";3283000
"TCP";2681000
"TCP";2763000
"TCP";2805000
"TCP";2744000
"TCP";2614000
"TCP";2855000
"TCP";2870000
"TCP";2974000
"TCP";2669000
"TCP";2872000
"TCP";2651000
"TCP";2616000
"TCP";2583000
"TCP";2948000
"TCP";3267000
"TCP";2690000
"TCP";2973000
"TCP";2666000
"TCP";3737000
"TCP";2605000
"TCP";2848000
"TCP";2813000
"TCP";2860000
"TCP";2604000
"TCP";2986000
"TCP";3857000
"TCP";2987000
"TCP";3067000
"TCP";2561000
"TCP";2506000
"TCP";2680000
"TCP";2949000
"TCP";3124000
"TCP";2601000
"TCP";2802000
"TCP";2686000
"TCP";15541000
"TCP";2574000
"TCP";2700000
"TCP";2916000
"TCP";3296000
"TCP";4245000
"TCP";2589000
"TCP";2638000
"TCP";2504000
"TCP";2640000
"TCP";2926000
"TCP";7157000
"TCP";2581000
"TCP";2816000
"TCP";2894000
"TCP";2598000
"TCP";6413000
"TCP";2592000
"TCP";2576000
"TCP";4374000
"TCP";3673000
"TCP";4541000
"TCP";2675000
"TCP";2589000
"TCP";3299000
"TCP";2634000
"TCP";3900000
"TCP";2576000
"TCP";4679000
"TCP";2602000
"TCP";4268000
"TCP";2674000
"TCP";2690000
"TCP";2907000
"TCP";2702000
"TCP";2572000
"TCP";3115000
"TCP";2731000
"TCP";2779000
"TCP";10160000
"TCP";3155000
"TCP";2635000
"TCP";4080000
"TCP";2573000
"TCP";3282000
"TCP";4921000
"TCP";2588000
"TCP";2848000
"TCP";2951000
"TCP";2790000
"TCP";2689000
"TCP";3425000
"TCP";2938000
"TCP";2614000
"TCP";2681000
"TCP";2616000
"TCP";2661000
"TCP";2681000
"TCP";2579000
"TCP";3034000
"TCP";2497000
"TCP";2974000
"TCP";2689000
"TCP";3861000
"TCP";3010000
"TCP";2926000
"TCP";4576000
"TCP";3619000
"TCP";2630000
"TCP";3255000
"TCP";2710000
"TCP";4778000
"TCP";3095000
"TCP";2710000
"TCP";3720000
"TCP";6677000
"TCP";3113000
"TCP";4010000
"TCP";6407000
"TCP";4032000
"TCP";2873000
"TCP";4116000
"TCP";2566000
"TCP";2906000
"TCP";2757000
"TCP";3710000
"TCP";2736000
"TCP";11053000
"TCP";2643000
"TCP";2825000
"TCP";3268000
"TCP";2729000
"TCP";4983000
"TCP";2595000
"TCP";6194000
"TCP";2584000
"TCP";3675000
"TCP";2668000
"TCP";3462000
"TCP";2626000
"TCP";3817000
"TCP";4713000
"TCP";3319000
"TCP";2576000
"TCP";2882000
"TCP";4227000
"TCP";2589000
"TCP";6655000
"TCP";7738000
"TCP";2934000
"TCP";2555000
"TCP";2591000
"TCP";2856000
"TCP";3449000
"TCP";2933000
"TCP";2904000
"TCP";3229000
"TCP";4190000
"TCP";2641000
"TCP";2696000
"TCP";2601000
"TCP";3518000
"TCP";3120000
"TCP";2860000
"TCP";2934000
"TCP";2913000
"TCP";2472000
"TCP";4333000
"TCP";2736000
"TCP";3262000
"TCP";5059000
"TCP";2837000
"TCP";2935000
"TCP";3693000
"TCP";3569000
"TCP";3153000
"TCP";2547000
"TCP";3182000
"TCP";3605000
"TCP";3046000
"TCP";3220000
"TCP";3993000
"TCP";5855000
"TCP";2883000
"TCP";3123000
"TCP";2627000
"TCP";3747000
"TCP";3070000
"TCP";2597000
"TCP";2671000
"TCP";2981000
"TCP";2563000
"TCP";3202000
"TCP";2985000
"TCP";3750000
"TCP";3628000
"TCP";2713000
"TCP";4022000
"TCP";3575000
"TCP";2957000
"TCP";3596000
"TCP";2613000
"TCP";2702000
"TCP";5380000
"TCP";3160000
"TCP";3003000
"TCP";4884000
"TCP";3873000
"TCP";3058000
"TCP";2691000
"TCP";3135000
"TCP";2904000
"TCP";3778000
"TCP";2596000
"TCP";2904000
"TCP";3113000
"TCP";3793000
"TCP";3210000
"TCP";6734000
"TCP";2665000
"TCP";3025000
"TCP";2573000
"TCP";2746000
"TCP";3603000
"TCP";2648000
"TCP";2909000
"TCP";2652000
"TCP";2646000
"TCP";2982000
"TCP";2690000
"TCP";2687000
"TCP";2568000
"TCP";3537000
"TCP";2642000
"TCP";6541000
"TCP";5990000
"TCP";3573000
"TCP";2623000
"TCP";4778000
"TCP";2882000
"TCP";2607000
"TCP";2665000
"TCP";6446000
"TCP";5154000
"TCP";3656000
"TCP";2557000
"TCP";3483000
"TCP";2794000
"TCP";2636000
"TCP";2600000
"TCP";2600000
"TCP";2725000
"TCP";4206000
"TCP";2596000
"TCP";3041000
"TCP";7866000
"TCP";2673000
"TCP";2833000
"TCP";3047000
"TCP";2585000
"TCP";2923000
"TCP";3253000
"TCP";2735000
"TCP";4165000
"TCP";2672000
"TCP";2707000
"TCP";4845000
"TCP";2865000
"TCP";4574000
"TCP";3351000
"TCP";19991000
"TCP";2856000
"TCP";2745000
"TCP";2734000
"TCP";6486000
"TCP";5482000
"TCP";2585000
"TCP";3785000
"TCP";3401000
"TCP";6176000
"TCP";3400000
"TCP";2716000
"TCP";2623000
"TCP";2627000
"TCP";2817000
"TCP";4092000
"TCP";2968000
"TCP";2977000
"TCP";4638000
"TCP";2618000
"TCP";2575000
"TCP";3135000
"TCP";2855000
"TCP";2858000
"TCP";2608000
"TCP";3184000
"TCP";2933000
"TCP";3002000
"TCP";2568000
"TCP";3135000
"TCP";3156000
"TCP";3348000
"TCP";2631000
"TCP";3171000
"TCP";10389000
"TCP";3417000
"TCP";2789000
"TCP";2885000
"TCP";2718000
"TCP";2574000
"TCP";2904000
"TCP";2601000
"TCP";2887000
"TCP";5450000
"TCP";4008000
"TCP";9213000
"TCP";3569000
"TCP";2760000
"TCP";5433000
"TCP";3197000
"TCP";2804000
"TCP";2656000
"TCP";2583000
"TCP";7148000
"TCP";2630000
"TCP";3159000
"TCP";2616000
"TCP";3478000
"TCP";2645000
"TCP";2735000
"TCP";2766000
"TCP";2635000
"TCP";2946000
"TCP";3065000
"TCP";2635000
"TCP";6162000
"TCP";2597000
"TCP";2590000
"TCP";3491000
"TCP";4983000
"TCP";3005000
"TCP";2574000
"TCP";3456000
"TCP";3517000
"TCP";2766000
"TCP";2717000
"TCP";2584000
"TCP";7660000
"TCP";2793000
"TCP";2964000
"TCP";3278000
"TCP";3767000
"TCP";3381000
"TCP";2578000
"TCP";2848000
"TCP";2586000
"TCP";2638000
"TCP";2617000
"TCP";2966000
"TCP";4346000
"TCP";2857000
"TCP";3299000
"TCP";2695000
"TCP";2598000
"TCP";6830000
"TCP";3036000
"TCP";4103000
"TCP";4437000
"TCP";3183000
"TCP";2620000
"TCP";2471000
"TCP";2848000
"TCP";2879000
"TCP";2605000
"TCP";3257000
"TCP";7581000
"TCP";2907000
"TCP";3116000
"TCP";3133000
"TCP";2684000
"TCP";3935000
"TCP";2879000
"TCP";3030000
"TCP";5892000
"TCP";2582000
"TCP";6518000
"TCP";2945000
"TCP";3297000
"TCP";3281000
"TCP";2625000
"TCP";2979000
"TCP";6569000
"TCP";2846000
"TCP";2627000
"TCP";2763000
"TCP";2669000
"TCP";3240000
"TCP";2706000
"TCP";2569000
"TCP";2843000
"TCP";2727000
"TCP";2945000
"TCP";49245000
"TCP";3283000
"TCP";4307000
"TCP";2545000
"TCP";2724000
"TCP";3112000
"TCP";3198000
"TCP";6823000
"TCP";2752000
"TCP";4345000
"TCP";2596000
"TCP";3303000
"TCP";4681000
"TCP";2642000
"TCP";2618000
"TCP";3082000
"TCP";4349000
"TCP";3674000
"TCP";2564000
"TCP";2755000
"TCP";3079000
"TCP";3107000
"TCP";2820000
"TCP";3730000
"TCP";2459000
"TCP";3394000
"TCP";3132000
"TCP";2614000
"TCP";2574000
"TCP";5729000
"TCP";2590000
"TCP";4412000
"TCP";3253000
"TCP";3581000
"TCP";2601000
"TCP";2738000
"TCP";3771000
"TCP";2756000
"TCP";4600000
"TCP";2645000
"TCP";3691000
"TCP";3390000
"TCP";3431000
"TCP";2579000
"TCP";2615000
"TCP";2965000
"TCP";3993000
"TCP";2592000
"TCP";7585000
"TCP";4023000
"TCP";4666000
"TCP";3099000
"TCP";2766000
"TCP";3180000
"TCP";3518000
"TCP";3696000
"TCP";2829000
"TCP";3227000
"TCP";3671000
"TCP";2624000
"TCP";3171000
"TCP";3184000
"TCP";3088000
"TCP";4382000
"TCP";10239000
"TCP";2726000
"TCP";2930000
"TCP";3182000
"TCP";3763000
"TCP";2643000
"TCP";3235000
"TCP";2986000
"TCP";3124000
"TCP";3344000
"TCP";6424000
"TCP";6501000
"TCP";3331000
"TCP";8348000
"TCP";2649000
"TCP";4283000
"TCP";2790000
"TCP";6120000
"TCP";3331000
"TCP";2980000
"TCP";6170000
"TCP";2617000
"TCP";3754000
"TCP";2723000
"TCP";3160000
"TCP";2869000
"TCP";2589000
"TCP";2561000
"TCP";3840000
"TCP";2835000
"TCP";2963000
"TCP";3112000
"TCP";4383000
"TCP";2678000
"TCP";3541000
"TCP";2773000
"TCP";3842000
"TCP";2833000
"TCP";3895000
"TCP";2613000
"TCP";2505000
"TCP";2603000
"TCP";2611000
"TCP";2672000
"TCP";2838000
"TCP";2897000
"TCP";3524000
"TCP";2923000
"TCP";5409000
"TCP";5218000
"TCP";2629000
"TCP";2579000
"TCP";2818000
"TCP";2844000
"TCP";2591000
"TCP";3676000
"TCP";3318000
"TCP";3286000
"TCP";3079000
"TCP";2684000
"TCP";3019000
"TCP";3273000
"TCP";3072000
"TCP";4881000
"TCP";2730000
"TCP";4903000
"TCP";2568000
"TCP";5146000
"TCP";2730000
"TCP";3488000
"TCP";2802000
"TCP";2816000
"TCP";2879000
"TCP";8517000
"TCP";6324000
"TCP";2584000
"TCP";4564000
"TCP";2446000
"TCP";4576000
"TCP";2775000
"TCP";2616000
"TCP";2801000
"TCP";2458000
"TCP";2668000
"TCP";6935000
"TCP";4044000
"TCP";9869000
"TCP";4595000
"TCP";3484000
"TCP";3199000
"TCP";3516000
"TCP";2570000
"TCP";3130000
"TCP";4560000
"TCP";3735000
"TCP";2911000
"TCP";3517000
"TCP";4207000
"TCP";2581000
"TCP";3971000
"TCP";5464000
"TCP";4134000
"TCP";2669000
"TCP";4641000
"TCP";2931000
"TCP";2529000
"TCP";10006000
"TCP";3844000
"TCP";4315000
"TCP";2586000
"TCP";8230000
"TCP";3989000
"TCP";2612000
"TCP";3140000
"TCP";2590000
"TCP";3121000
"TCP";2929000
"TCP";6280000
"TCP";2629000
"TCP";2917000
"TCP";2597000
"TCP";2588000
"TCP";2570000
"TCP";4708000
"TCP";2739000
"TCP";3468000
"TCP";2622000
"TCP";3081000
"TCP";2845000
"TCP";10101000
"TCP";4794000
"TCP";2627000
"TCP";3317000
"TCP";2859000
"TCP";2709000
"TCP";3777000
"TCP";2896000
"TCP";2664000
"TCP";3114000
"TCP";10699000
"TCP";3042000
"TCP";2915000
"TCP";3732000
"TCP";2728000
"TCP";2616000
"TCP";2896000
"TCP";12029000
"TCP";3844000
"TCP";2598000
"TCP";3072000
"TCP";2542000
"TCP";2804000
"TCP";2843000
"TCP";2787000
"TCP";9831000
"TCP";2469000
"TCP";5404000
"TCP";5245000
"TCP";2722000
"TCP";3390000
"TCP";2972000
"TCP";2700000
"TCP";3975000
"TCP";3124000
"TCP";3319000
"TCP";2554000
"TCP";2585000
"TCP";2613000
"TCP";2648000
"TCP";2706000
"TCP";2552000
"TCP";2586000
"TCP";2595000
"TCP";2587000
"TCP";2701000
"TCP";3819000
"TCP";2573000
"TCP";3050000
"TCP";2680000
"TCP";2875000
"TCP";2764000
"TCP";2542000
"TCP";2592000
"TCP";2647000
"TCP";3091000
"TCP";3790000
"TCP";2654000
"TCP";3026000
"TCP";2784000
"TCP";3844000
"TCP";2842000
"TCP";2836000
"TCP";4314000
"TCP";3793000
"TCP";9435000
"TCP";3796000
"TCP";2956000
"TCP";5544000
"TCP";11763000
"TCP";3182000
"TCP";2652000
"TCP";2739000
"TCP";2568000
"TCP";3154000
"TCP";3387000
"TCP";4100000
"TCP";3277000
"TCP";2598000
"TCP";2630000
"TCP";2928000
"TCP";3739000
"TCP";2962000
"TCP";2555000
"TCP";2890000
"TCP";2625000
"TCP";2591000
"TCP";2606000
"TCP";5090000
"TCP";2892000
"TCP";3137000
"TCP";3844000
"TCP";2996000
"TCP";2609000
"TCP";2558000
"TCP";2782000
"TCP";2575000
"TCP";3047000
"TCP";5610000
"TCP";3038000
"TCP";2681000
"TCP";3082000
"TCP";5050000
"TCP";2999000
"TCP";7942000
"TCP";3326000
"TCP";2675000
"TCP";2772000
"TCP";2820000
"TCP";2743000
"TCP";8585000
"TCP";3544000
"TCP";2846000
"TCP";6616000
"TCP";3307000
"TCP";2844000
"TCP";3766000
"TCP";2766000
"TCP";3107000
"TCP";2695000
"TCP";3150000
"TCP";3048000
"TCP";7201000
"TCP";2963000
"TCP";2678000
"TCP";2602000
"TCP";2675000
"TCP";3399000
"TCP";4206000
"TCP";3017000
"TCP";3811000
"TCP";2835000
"TCP";3053000
"TCP";5927000
"TCP";3932000
"TCP";2954000
"TCP";3413000
"TCP";2865000
"TCP";6169000
"TCP";2949000
"TCP";3140000
"TCP";2994000
"TCP";2573000
"TCP";3955000
"TCP";3979000
"TCP";2762000
"TCP";2606000
"TCP";2626000
"TCP";4279000
"TCP";2865000
"TCP";2939000
"TCP";6510000
"TCP";3152000
"TCP";15936000
"TCP";2844000
"TCP";3117000
"TCP";3165000
"TCP";2737000
"TCP";4587000
"TCP";2803000
"TCP";3089000
"TCP";2947000
"TCP";3904000
"TCP";2846000
"TCP";2611000
"TCP";2958000
"TCP";2775000
"TCP";2604000
"TCP";2670000
"TCP";2732000
"TCP";4076000
"TCP";2912000
"TCP";2663000
"TCP";2682000
"TCP";3161000
"TCP";4146000
"TCP";2945000
"TCP";2608000
"TCP";3213000
"TCP";3409000
"TCP";3743000
"TCP";3418000
"TCP";2887000
"TCP";3201000
"TCP";6232000
"TCP";2790000
"TCP";18337000
"TCP";2740000
"TCP";2545000
"TCP";2897000
"TCP";4331000
"TCP";2679000
"TCP";4769000
"TCP";2558000
"TCP";5988000
"TCP";6311000
"TCP";5503000
"TCP";3159000
"TCP";3546000
"TCP";3199000
"TCP";3671000
"TCP";2963000
"TCP";2618000
"TCP";2795000
"TCP";3622000
"TCP";2897000
"TCP";4194000
"TCP";5277000
"TCP";2880000
"TCP";3729000
"TCP";2836000
"TCP";4642000
"TCP";2542000
"TCP";5991000
"TCP";2739000
"TCP";2593000
"TCP";5246000
"TCP";3161000
"TCP";3377000
"TCP";3670000
"TCP";4548000
"TCP";3207000
"TCP";3046000
"TCP";3422000
"TCP";4667000
"TCP";3062000
"TCP";2710000
"TCP";2731000
"TCP";2767000
"TCP";3185000
"TCP";3344000
"TCP";2609000
"TCP";4828000
"TCP";2719000
"TCP";2547000
"TCP";3521000
"TCP";2556000
"TCP";5422000
"TCP";2630000
"TCP";3389000
"TCP";2700000
"TCP";2449000
"TCP";3501000
"TCP";3970000
"TCP";9875000
"TCP";4653000
"TCP";3470000
"TCP";2867000
"TCP";7206000
"TCP";2613000
"TCP";2859000
"TCP";2647000
"TCP";4907000
"TCP";2667000
"TCP";2707000
"TCP";3466000
"TCP";3172000
"TCP";2801000
"TCP";2716000
"TCP";3708000
"TCP";13029000
"TCP";2741000
"TCP";2605000
"TCP";3013000
"TCP";2551000
"TCP";3870000
"TCP";2667000
"TCP";2592000
"TCP";3164000
"TCP";4242000
"TCP";2622000
"TCP";2895000
"TCP";3883000
"TCP";2560000
"TCP";3588000
"TCP";3390000
"TCP";5969000
"TCP";2568000
"TCP";2851000
"TCP";2678000
"TCP";2730000
"TCP";2978000
"TCP";3426000
"TCP";4328000
"TCP";2511000
"TCP";3152000
"TCP";2629000
"TCP";2739000
"TCP";2700000
"TCP";2562000
"TCP";2572000
"TCP";2574000
"TCP";2634000
"TCP";2598000
"TCP";2589000
"TCP";2869000
"TCP";3046000
"TCP";2555000
"TCP";2615000
"TCP";3369000
"TCP";2624000
"TCP";4410000
"TCP";2674000
"TCP";4468000
"TCP";2922000
"TCP";2605000
"TCP";2911000
"TCP";2610000
"TCP";6384000
"TCP";2808000
"TCP";6389000
"TCP";2653000
"TCP";3397000
"TCP";4025000
"TCP";2601000
"TCP";3976000
"TCP";2905000
"TCP";3553000
"TCP";2568000
"TCP";2582000
"TCP";2688000
"TCP";5018000
"TCP";2585000
"TCP";2555000
"TCP";2612000
"TCP";3184000
"TCP";3028000
"TCP";2594000
"TCP";9259000
"TCP";2719000
"TCP";4336000
"TCP";3343000
"TCP";2569000
"TCP";2583000
"TCP";2593000
"TCP";2900000
"TCP";2677000
"TCP";5230000
"TCP";6686000
"TCP";2713000
"TCP";2871000
"TCP";6396000
"TCP";5319000
"TCP";2565000
"TCP";3695000
"TCP";2850000
"TCP";2496000
"TCP";3442000
"TCP";2554000
"TCP";2737000
"TCP";2536000
"TCP";6326000
"TCP";3301000
"TCP";4495000
"TCP";2700000
"TCP";3198000
"TCP";2846000
"TCP";2604000
"TCP";2511000
"TCP";3169000
"TCP";4160000
"TCP";2423000
"TCP";2914000
"TCP";2483000
"TCP";3198000
"TCP";3882000
"TCP";4157000
"TCP";5806000
"TCP";6831000
"TCP";2599000
"TCP";2640000
"TCP";2585000
"TCP";2599000
"TCP";2942000
"TCP";3347000
"TCP";3367000
"TCP";5304000
"TCP";4657000
"TCP";2845000
"TCP";4234000
"TCP";2873000
"TCP";6162000
"TCP";3147000
"TCP";3934000
"TCP";5779000
"TCP";2676000
"TCP";2768000
"TCP";3626000
"TCP";2703000
"TCP";4036000
"TCP";3219000
"TCP";2794000
"TCP";2548000
"TCP";2518000
"TCP";2618000
"TCP";5225000
"TCP";2678000
"TCP";3375000
"TCP";2837000
"TCP";2713000
"TCP";2586000
"TCP";2601000
"TCP";3971000
"TCP";3898000
"TCP";2975000
"TCP";2919000
"TCP";2595000
"TCP";4160000
"TCP";3927000
"TCP";2782000
"TCP";5360000
"TCP";2578000
"TCP";4483000
"TCP";2662000
"TCP";2683000
"TCP";2707000
"TCP";3250000
"TCP";2970000
"TCP";2845000
"TCP";2879000
"TCP";2980000
"TCP";4050000
"TCP";2949000
"TCP";4273000
"TCP";2914000
"TCP";2583000
"TCP";2739000
"TCP";3995000
"TCP";3090000
"TCP";3059000
"TCP";3337000
"TCP";4034000
"TCP";2539000
"TCP";6790000
"TCP";2861000
"TCP";2580000
"TCP";5732000
"TCP";4094000
"TCP";2540000
"TCP";4859000
"TCP";2863000
"TCP";2475000
"TCP";2661000
"TCP";8055000
"TCP";2620000
"TCP";6936000
"TCP";2627000
"TCP";4280000
"TCP";3755000
"TCP";3299000
"TCP";2648000
"TCP";5707000
"TCP";2501000
"TCP";5207000
"TCP";2969000
"TCP";2548000
"TCP";2950000
"TCP";2621000
"TCP";2614000
"TCP";3088000
"TCP";2489000
"TCP";2991000
"TCP";2632000
"TCP";3816000
"TCP";2586000
"TCP";2829000
"TCP";2842000
"TCP";2755000
"TCP";7497000
"TCP";3732000
"TCP";2604000
"TCP";2786000
"TCP";4076000
"TCP";13115000
"TCP";6684000
"TCP";9504000
"TCP";2572000
"TCP";8158000
"TCP";4608000
"TCP";4281000
"TCP";4609000
"TCP";2720000
"TCP";2589000
"TCP";2760000
"TCP";3731000
"TCP";2577000
"TCP";4157000
"TCP";3031000
"TCP";2635000
"TCP";3494000
"TCP";2615000
"TCP";11907000
"TCP";6685000
"TCP";2974000
"TCP";6933000
"TCP";2594000
"TCP";2639000
"TCP";3991000
"TCP";2570000
"TCP";2588000
"TCP";2887000
"TCP";2457000
"TCP";3779000
"TCP";6209000
"TCP";2672000
"TCP";5977000
"TCP";2507000
"TCP";2618000
"TCP";2598000
"TCP";2614000
"TCP";2885000
"TCP";2812000
"TCP";2822000
"TCP";2572000
"TCP";4591000
"TCP";2649000
"TCP";3241000
"TCP";11955000
"TCP";2912000
"TCP";7454000
"TCP";2834000
"TCP";4289000
"TCP";2535000
"TCP";16081000
"TCP";2737000
"TCP";15594000
"TCP";2834000
